Student ID,Student Name,Class,Section,Term,Maths,Science,Social Science,English,Hindi,Marks Score,Total Marks,Percentage,Result
S531,Glyn Marklow,12,A,Term 1,83,22,21,97,91,314,500,62.8,Pass
S109,Dinny Esselen,7,A,Term 2,51,83,29,51,58,272,500,54.4,Pass
S771,Templeton Murkus,6,A,Term 1,77,39,33,58,27,234,500,46.8,Pass
S122,Beniamino Wyllcock,1,A,Term 1,75,20,90,62,91,338,500,67.6,Pass
S014,Vin Aizic,7,B,Term 2,64,84,25,23,28,224,500,44.8,Pass
S566,Johnathon Kemwall,4,B,Term 1,79,36,51,92,31,289,500,57.8,Pass
S993,Karoline Avrahamian,10,B,Term 1,40,98,67,27,86,318,500,63.6,Pass
S652,Kellyann Menendez,3,A,Term 2,80,67,27,68,94,336,500,67.2,Pass
S784,Carce Virgin,7,B,Term 1,23,22,62,73,69,249,500,49.8,Pass
S519,Helaina Liverock,4,B,Term 1,70,70,69,33,92,334,500,66.8,Pass
S674,Sibelle McClenan,7,B,Term 1,41,97,81,31,80,330,500,66,Pass
S826,Tedd Gatteridge,3,B,Term 1,24,80,72,83,27,286,500,57.2,Pass
S124,Marni Franzetti,8,A,Term 1,98,95,74,23,85,375,500,75,Pass
S741,Binnie Dufour,11,A,Term 2,61,23,33,78,65,260,500,52,Pass
S677,Taryn Dell'Abbate,6,B,Term 1,87,81,62,37,39,306,500,61.2,Pass
S950,Amara Statter,8,B,Term 1,89,53,80,21,51,294,500,58.8,Pass
S300,Ward Chesley,11,A,Term 1,18,19,38,78,78,231,500,46.2,Pass
S290,Annadiana Gildroy,1,B,Term 2,23,81,49,34,52,239,500,47.8,Pass
S930,Charmaine Crocket,10,A,Term 1,16,61,19,29,31,156,500,31.2,Fail
S695,Jackqueline Norcliffe,8,B,Term 1,59,36,30,53,70,248,500,49.6,Pass
S152,Wells Sprowell,6,B,Term 2,91,54,26,30,58,259,500,51.8,Pass
S897,Bobbi Manneville,4,A,Term 2,46,14,21,44,48,173,500,34.6,Pass
S524,Westley Ridler,9,B,Term 2,46,98,46,41,56,287,500,57.4,Pass
S113,Daveta Pallin,5,B,Term 2,44,98,32,42,77,293,500,58.6,Pass
S109,Conrad Earry,9,B,Term 1,94,56,27,64,48,289,500,57.8,Pass
S052,Dionis Riding,5,B,Term 2,36,68,36,26,87,253,500,50.6,Pass
S650,Ora Suermeier,1,A,Term 2,16,54,42,67,34,213,500,42.6,Pass
S424,Edgardo Semper,12,B,Term 2,62,52,50,79,93,336,500,67.2,Pass
